"code_hex","spec_name","table31_write","table31_read","table31_data_bytes","gui_status","gui_name","gui_preferred_protocol","gui_decode_format","bridge_transport_status","device_model_status","device_model_name","device_model_note","product_binding_status","validation_status","notes"
"0xD4","MFR_HW_COMPATIBILITY","N/A","Read Word","2","Preset","MFR_HW_COMPATIBILITY","ReadWord","RawWord","TransportReady","Implemented","MFR_HW_COMPATIBILITY","M-CRPS hardware compatibility word placeholder","HostVisibleShadowOrPlaceholder","Documented","Reference firmware returns fixed compatibility bits; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xD5","MFR_FWUPLOAD_CAPABILITY","N/A","Read Byte","1","Preset","MFR_FWUPLOAD_CAPABILITY","ReadByte","RawByte","TransportReady","Implemented","MFR_FWUPLOAD_CAPABILITY","M-CRPS firmware upload capability byte placeholder","HostVisibleShadowOrPlaceholder","Documented","Reference firmware returns fixed capability bits; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xD6","MFR_FWUPLOAD_MODE","Write Byte","Read Byte","1","Preset","MFR_FWUPLOAD_MODE","ReadByte","RawByte","TransportReady","Implemented","MFR_FWUPLOAD_MODE","M-CRPS firmware upload mode byte shadow","ImplementedBehavior","Documented","Firmware upload mode byte shadow used by the reference upload parser."
"0xD7","MFR_FWUPLOAD","Block Write","N/A","Variable","Preset","MFR_FWUPLOAD","BlockWrite","RawBlock","TransportReady","Implemented","MFR_FWUPLOAD","M-CRPS firmware upload block parser","ImplementedBehavior","Documented","Reference firmware parses header/final-block flags and updates MFR_FWUPLOAD_STATUS."
"0xD8","MFR_FWUPLOAD_STATUS","Write Word","Read Word","2","Preset","MFR_FWUPLOAD_STATUS","ReadWord","RawWord","TransportReady","Implemented","MFR_FWUPLOAD_STATUS","M-CRPS firmware upload status word shadow","ImplementedBehavior","Documented","Reference firmware exposes upload status bits; write path can clear/set test status bits."
"0xD9","MFR_FW_REVISION","N/A","Block Read","7","Preset","MFR_FW_REVISION","BlockRead","BlockAscii","TransportReady","Implemented","MFR_FW_REVISION","M-CRPS firmware revision block placeholder","HostVisibleShadowOrPlaceholder","Documented","Reference firmware returns a fixed 7-byte revision string; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xDA","MFR_SPDM","Block Write-Read Process Call","N/A","Variable","Preset","MFR_SPDM","BlockWriteReadProcessCall","RawBlock","TransportReady","Implemented","MFR_SPDM","M-CRPS SPDM tunnel placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns bounded SPDM placeholder response; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xDB","MFR_FRU_PROTECTION","Write Byte","Read Byte","1","Preset","MFR_FRU_PROTECTION","ReadByte","RawByte","TransportReady","Implemented","MFR_FRU_PROTECTION","M-CRPS FRU protection byte shadow","HostVisibleShadowOrPlaceholder","Documented","Volatile byte shadow; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xDC","MFR_BLACKBOX","N/A","Block Read","230","Preset","MFR_BLACKBOX","BlockRead","RawBlock","TransportReady","Implemented","MFR_BLACKBOX","M-CRPS blackbox long block placeholder","HostVisibleShadowOrPlaceholder","Documented","M-CRPS long blackbox is 230 bytes. HID/M032 reference may expose bounded chunks until long-block storage is productized; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xDD","MFR_REAL_TIME_BLACK_BOX","Block Write-Read Process Call","Block Read","4","Preset","MFR_REAL_TIME_BLACK_BOX","BlockWriteReadProcessCall","RawBlock","TransportReady","Implemented","MFR_REAL_TIME_BLACK_BOX","M-CRPS real-time blackbox placeholder","HostVisibleShadowOrPlaceholder","Documented","Reference firmware returns fixed 4-byte live blackbox data; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xDE","MFR_SYSTEM_BLACK_BOX","Block Write-Read Process Call","Block Read","40","Preset","MFR_SYSTEM_BLACK_BOX","BlockWriteReadProcessCall","RawBlock","TransportReady","Implemented","MFR_SYSTEM_BLACK_BOX","M-CRPS system blackbox placeholder","HostVisibleShadowOrPlaceholder","Documented","Reference firmware returns bounded system blackbox placeholder; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xDF","MFR_BLACK_BOX_CONFIG","Write Byte","Read Byte","1","Preset","MFR_BLACK_BOX_CONFIG","ReadByte","RawByte","TransportReady","Implemented","MFR_BLACK_BOX_CONFIG","M-CRPS blackbox config byte shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile config byte; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xE0","MFR_CLEAR_BLACK_BOX","Write Byte","N/A","1","Preset","MFR_CLEAR_BLACK_BOX","WriteByte","None","TransportReady","Implemented","MFR_CLEAR_BLACK_BOX","M-CRPS clear blackbox command hook","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Write byte hook clears reference blackbox shadows; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xE1","MFR_LINE_STATUS","Write Byte","Read Byte","1","Preset","MFR_LINE_STATUS","ReadByte","RawByte","TransportReady","Implemented","MFR_LINE_STATUS","M-CRPS line status byte shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile line-status byte; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xE2","MFR_SYSTEM_LED_CNTL","Write Word","Read Word","2","Preset","MFR_SYSTEM_LED_CNTL","ReadWord","RawWord","TransportReady","Implemented","MFR_SYSTEM_LED_CNTL","M-CRPS system LED control word shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile LED control word; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xE3","MFR_FWUPLOAD_BLOCK_SIZE","N/A","Read Word","2","Preset","MFR_FWUPLOAD_BLOCK_SIZE","ReadWord","RawWord","TransportReady","Implemented","MFR_FWUPLOAD_BLOCK_SIZE","M-CRPS firmware upload block size word","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns fixed supported block size; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xE4","MFR_EN_STATUS_SIMULATION_CMD","Write Byte","Read Byte","1","Preset","MFR_EN_STATUS_SIMULATION_CMD","ReadByte","RawByte","TransportReady","Implemented","MFR_EN_STATUS_SIMULATION_CMD","M-CRPS status simulation byte shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile simulation-control byte for lab validation; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xE5","MFR_SPECIFIC_E5","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_E5","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_E5","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xE6","MFR_SPECIFIC_E6","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_E6","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_E6","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xE7","MFR_SPECIFIC_E7","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_E7","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_E7","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xE8","MFR_SPECIFIC_E8","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_E8","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_E8","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xE9","MFR_PEAK_CURRENT_RECORD","Block Write","Block Read","Variable","Preset","MFR_PEAK_CURRENT_RECORD","BlockRead","RawBlock","TransportReady","Implemented","MFR_PEAK_CURRENT_RECORD","M-CRPS peak current record placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns bounded peak-current record bytes; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xEA","MFR_SPECIFIC_EA","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_EA","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_EA","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xEB","MFR_COMPONENT_ID","N/A","Block Read","Variable","Preset","MFR_COMPONENT_ID","BlockRead","RawBlock","TransportReady","Implemented","MFR_COMPONENT_ID","M-CRPS component ID block placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns fixed component ID block; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xEC","MFR_TOT_POUT_MAX","N/A","Read Word","2","Preset","MFR_TOT_POUT_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_TOT_POUT_MAX","M-CRPS total output power max placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns fixed LINEAR11 total POUT max; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xED","MFR_VOUT_MARGINING","Write Word","Read Word","2","Preset","MFR_VOUT_MARGINING","ReadWord","RawWord","TransportReady","Implemented","MFR_VOUT_MARGINING","M-CRPS VOUT margining word shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile VOUT margining word; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xEE","MFR_OCWPL1_SETTING","Block Write","Block Read","Variable","Preset","MFR_OCWPL1_SETTING","BlockRead","RawBlock","TransportReady","Implemented","MFR_OCWPL1_SETTING","M-CRPS OCW PL1 setting block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile bounded block shadow; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xEF","MFR_SPECIFIC_EF","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_EF","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_EF","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xF0","MFR_PWOK_WARNING_TIME","Write Word","Read Word","2","Preset","MFR_PWOK_WARNING_TIME","ReadWord","Linear11","TransportReady","Implemented","MFR_PWOK_WARNING_TIME","M-CRPS PWOK warning time shadow","HostVisibleShadowOrPlaceholder","Documented","Volatile LINEAR11 timing word; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xF1","MFR_MAX_IOUT_CAPABILITY","N/A","Block Read","14","Preset","MFR_MAX_IOUT_CAPABILITY","BlockRead","RawBlock","TransportReady","Implemented","MFR_MAX_IOUT_CAPABILITY","M-CRPS max IOUT capability table placeholder","HostVisibleShadowOrPlaceholder","Documented","Reference firmware returns fixed 14-byte capability table; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xF2","MFR_FPC_MAIN_MIN_OFF_TIME","Write Word","Read Word","2","Preset","MFR_FPC_MAIN_MIN_OFF_TIME","ReadWord","Linear11","TransportReady","Implemented","MFR_FPC_MAIN_MIN_OFF_TIME","M-CRPS FPC main min off-time shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile LINEAR11 timing word; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xF3","MFR_FPC_12VSB_MIN_OFF_TIME","Write Word","Read Word","2","Preset","MFR_FPC_12VSB_MIN_OFF_TIME","ReadWord","Linear11","TransportReady","Implemented","MFR_FPC_12VSB_MIN_OFF_TIME","M-CRPS FPC 12VSB min off-time shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Volatile LINEAR11 timing word; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xF4","MFR_SPECIFIC_F4","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_F4","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_F4","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xF5","MFR_SPECIFIC_F5","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_F5","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_F5","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xF6","MFR_SPECIFIC_F6","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_F6","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_F6","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xF7","MFR_SPECIFIC_F7","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_F7","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_F7","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xF8","MFR_SPECIFIC_F8","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_F8","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_F8","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xF9","MFR_SPECIFIC_F9","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_F9","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_F9","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xFA","MFR_SPECIFIC_FA","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_FA","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_FA","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xFB","MFR_SPECIFIC_FB","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_FB","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_FB","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xFC","MFR_SPECIFIC_FC","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_FC","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_FC","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xFD","MFR_SPECIFIC_FD","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_FD","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_FD","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xFE","MFR_SPECIFIC_COMMAND_EXT","Extended Command","Extended Command","Mfr Defined","ExtendedMode","MFR_SPECIFIC_COMMAND_EXT","ExtendedCommand","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_COMMAND_EXT","M-CRPS customer-specific extended selector","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS extension selector is recognized; product-owned subcommands must be allocated in a separate extension contract."
"0xFF","PMBUS_COMMAND_EXT","Extended Command","Extended Command","Mfr Defined","ExtendedMode","PMBUS_COMMAND_EXT","ExtendedCommand","RawBlock","TransportReady","Implemented","PMBUS_COMMAND_EXT","CRPS extended-command selector policy","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: PMBus extended selector is recognized; extended subcommand namespace uses volatile block shadow until standard/product commands are allocated."
